year,country_code,gdp_usd,gdp_per_capita,fdi_pct_gdp,inflation_rate,unemployment_rate,real_economic_growth_indicator
2002,HUN,67608919144.3684,6655.33300865319,5.38897593043896,5.26544821583986,5.6100001335144,1263.96324412273
2003,HUN,85302003908.042,8421.10331316153,4.87387192546548,4.66101694915256,5.78999996185303,1806.7094380964668
2004,HUN,104141042625.791,10303.704193626,4.35764752563945,6.74434679569463,5.82999992370605,1527.7542074502376
2005,HUN,113236711635.539,11225.9325815328,24.2763056317805,3.56151711378355,7.19000005722046,3152.008602762832
2006,HUN,115751266695.185,11493.1004118789,16.1369465388867,3.93032603841,7.48999977111816,2924.210434340556
2007,HUN,140227560615.121,13944.9710132004,50.3690549340558,7.95874516544909,7.40999984741211,1752.1569950171313
2008,HUN,158374419641.016,15777.1920232033,47.4241819565621,6.0425125388106,7.82000017166138,2611.031739175979
2009,HUN,131114229049.178,13081.7926445778,-2.12950199941676,4.21171171171172,10.0299997329712,3106.051301707236
2010,HUN,132231134158.608,13223.0830027699,-15.707556615121,4.85555795691951,11.1700000762939,2723.288058775219
2011,HUN,141999960209.893,14240.2575010219,7.56406307093817,3.92992098935075,11.0299997329712,3623.548040688343
2012,HUN,128857370476.631,12989.1802815896,8.39372112615268,5.65214517088651,11.0,2298.097428299477
2013,HUN,135732595721.853,13719.9505393621,-2.64240176461912,1.73319984983107,10.1800003051758,7915.965686645625
2014,HUN,141078984816.675,14298.833667395,9.2572998563683,-0.227566270988384,7.73000001907349,-62833.712594099125
2015,HUN,125210324613.14,12720.7120220668,-4.20607272701858,-0.0616446800641176,6.80999994277954,-206355.39042194377
2016,HUN,128636108315.474,13107.3779137744,54.1692462363973,0.394769306686402,5.1100001335144,33202.62667783004
2017,HUN,143136245596.988,14623.6966492311,-8.47657785213036,2.34824281150159,4.15999984741211,6227.506192121564
2018,HUN,160586833778.457,16427.3727611478,-40.0810562590773,2.85024792594642,3.71000003814697,5763.489067602117
2019,HUN,163526491433.29,16735.6597794761,60.0615915044299,3.3385863538201,3.42000007629395,5012.798234296593
2020,HUN,155808436238.487,15980.740889649,108.420497704175,3.3267438576673,4.25,4803.718462669571
2000,IMN,1563667799.61578,20322.6820152294,,,,
2001,IMN,1659131243.73837,21351.116935905,,,,
2002,IMN,1947332921.74718,24864.4362949409,,,,
2003,IMN,2328658227.8481,29522.2777941644,,,,
2004,IMN,2822358473.16983,35494.6673353434,,,,
2005,IMN,3032400000.0,37766.6795361987,,,,
2006,IMN,3422651333.94664,42107.8372346818,,,,
2007,IMN,4466100440.17607,54196.3017277391,,,,
2008,IMN,5928420955.88235,70986.3013336808,,,,
2009,IMN,5487083657.89064,65029.0197548044,,,,
2010,IMN,5920177688.50433,69767.343364103,,,,
2011,IMN,6566098381.6696,77349.2252431953,,,,
2012,IMN,6690725118.48341,79148.3322507324,,,,
2013,IMN,7000748788.49461,83357.1326843437,,,,
2014,IMN,7708834951.45631,92334.6463139171,,,,
2015,IMN,7085288006.11154,85126.9704694293,,,,
2016,IMN,6846691871.45558,82197.12677026,,,,
2017,IMN,6979581724.58172,83477.834285154,,,,
2018,IMN,7491969312.87525,89112.6677158571,,,,
2019,IMN,7315388052.08067,86481.5525905339,,,,
2020,IMN,,,,,,
2000,IRL,99958806891.4686,26269.1816173107,25.7900598773556,5.59071729957807,4.32000017166138,4698.713994945377
2001,IRL,109252057270.694,28257.9385906922,8.8336280259583,4.87290487290487,3.6800000667572,5798.9924547504825
2002,IRL,127985972143.798,32550.2790713604,22.9117269954033,4.614733276884,4.21999979019165,7053.555886839744
2003,IRL,164307961625.282,41112.7482190841,13.8649963122022,3.49048968029138,4.48000001907349,11778.50444630224
2004,IRL,194015335237.149,47666.5470766131,-5.46740941226841,2.19962850718543,4.48999977111816,21670.271557630247
2005,IRL,211797991543.34,50914.0312860651,22.1915435890573,2.42969198392961,4.34000015258789,20954.932404115025
2006,IRL,231986253920.462,54283.6817843499,9.51352225924037,3.93163989540532,4.40999984741211,13806.88039303602
2007,IRL,269736375581.714,61318.4660269932,22.2197526211264,4.89711564381346,4.98000001907349,12521.343273658851
2008,IRL,274326912260.144,61103.5134659875,8.48902725004627,4.06030495117353,6.76999998092651,15048.996122403823
2009,IRL,235509465129.203,51927.2309630852,22.918106334895,-4.47810339150477,12.6099996566772,-11595.808855506612
2010,IRL,221659742984.75,48607.9405162216,17.0299102468467,-0.922095829024469,14.5299997329712,-52714.63007011577
2011,IRL,238662833333.918,52108.8332296784,9.93005576173553,2.5571888318692,15.3500003814697,20377.38964767376
2012,IRL,225509709550.982,49028.827394212,25.759606643394,1.69620897294545,15.4499998092651,28904.94519025797
2013,IRL,238211547205.677,51518.3881031765,29.7261713628415,0.508714869485436,13.7299995422363,101271.63799101692
2014,IRL,258625192663.58,55525.8972513665,37.6538178804595,0.182542316627949,11.8599996566772,304180.96076066204
2015,IRL,291462799328.949,61987.5509982224,81.3346421823493,-0.289879079012739,9.90999984741211,-213839.3402150222
2016,IRL,298725229419.215,62818.9663649805,34.4516223963968,0.0083063377356992,8.36999988555908,7562775.360673696
2017,IRL,334602299873.029,69601.683881773,17.4239114405085,0.340531561461793,6.71000003814697,204391.2863259877
2018,IRL,384853685231.018,79068.9746116787,17.5032057571891,0.488370168032449,5.73999977111816,161903.77665825217
2019,IRL,399122063504.148,80886.6157387104,-11.6839510353976,0.939044481054341,4.94999980926514,86137.15044455878
2020,IRL,425888950992.003,85267.7647437582,7.61975327542122,-0.334584625428444,5.61999988555908,-254846.63150487168
2000,ISL,9025660361.75842,32096.3722613695,1.71910672335357,5.13647123245151,1.94000005722046,6248.720339089819
2001,ISL,8234846804.60582,28897.4439396908,1.98480647133146,6.40508550386865,1.87000000476837,4511.640620915497
2002,ISL,9318395054.85934,32409.2161491753,0.986280282344157,5.1970223021663,2.99000000953674,6236.112578479028
2003,ISL,11429333037.8443,39476.6978486684,2.93416250883022,2.0556632975374,4.0,19203.873463110354
2004,ISL,13825302535.7699,47334.9306537723,5.46329455319797,3.15819324298464,4.03000020980835,14987.97793925953
2005,ISL,16852963067.0496,56794.8501588953,18.3568910420242,3.98704782806592,2.54999995231628,14244.837937257944
2006,ISL,17465318552.2941,57492.9342498703,22.1957301923828,6.68707906136661,2.82999992370605,8597.61544947559
2007,ISL,21652505596.7528,69495.7267376825,31.7384495595613,5.05155736492145,2.25,13757.287449662195
2008,ISL,18074622987.0185,56943.3704468563,6.65954120061332,12.6943942775878,2.95000004768372,4485.709928467475
2009,ISL,13154414219.207,41301.273219718,0.483397737786495,12.0031298461743,7.21999979019165,3440.8753174391227
2010,ISL,13751161917.7398,43237.0729488958,1.86880354711353,5.39673113167484,7.55999994277954,8011.715220557498
2011,ISL,15221622925.9319,47714.5922308485,7.27227438749282,4.00102664343116,7.03000020980835,11925.587226264985
2012,ISL,14751508133.5443,45995.5478789467,6.94277709651988,5.18589988750705,6.0,8869.347437606926
2013,ISL,16125060515.3117,49804.9829978371,2.93088850938654,3.8722792374824,5.38000011444092,12861.929613892797
2014,ISL,17867662177.8911,54576.7448146565,4.29141502345504,2.04461481539337,4.90000009536743,26692.92250245008
2015,ISL,17517210519.0912,52951.6815110898,6.54080992846603,1.63305558181333,3.98000001907349,32424.91076286132
2016,ISL,20793168030.9524,61987.9263620283,-5.12806396736361,1.6969276199774,2.98000001907349,36529.505225952926
2017,ISL,24728285177.4603,72010.1490316258,-28.3072317012805,1.76041559180606,2.74000000953674,40905.1983899714
2018,ISL,26267063757.5495,74469.8040591559,-2.370719437878,2.68291768267388,2.70000004768372,27757.02159633052
2019,ISL,24857740445.0401,68941.4622272394,-2.23859333427019,3.01397179156056,3.50999999046326,22873.95735430664
2020,ISL,21718075725.2054,59270.1800510483,-4.72547215919105,2.84792401518658,5.48000001907349,20811.71398358577
2000,ITA,1143829832319.88,20087.5919858794,1.1516557383088,2.53768532095005,10.8400001525879,7915.714300762505
2001,ITA,1167012796420.58,20483.2159949974,1.27488632039674,2.78516542713555,9.60000038146973,7354.3983403756765
2002,ITA,1270712309429.7,22270.1441234282,1.35666900186247,2.46532319171164,9.21000003814697,9033.356842745776
2003,ITA,1574145823927.77,27465.6752987224,1.24339730386189,2.67255552772852,8.86999988555908,10276.933449561007
2004,ITA,1803226967966.23,31259.7164954309,1.1147095323488,2.20673661423654,7.86999988555908,14165.585640697658
2005,ITA,1857524312896.41,32043.1403684119,1.97908973894488,1.98529298527983,7.73000001907349,16140.257687907648
2006,ITA,1947919708944.93,33501.6581673044,2.92596685814537,2.09084391012755,6.78000020980835,16023.031659623342
2007,ITA,2210292636189.43,37822.6652377427,2.98492308508201,1.829741122024,6.07999992370605,20671.047276843456
2008,ITA,2398856598798.89,40778.3427367209,-0.396087836814549,3.34783258401023,6.71999979019165,12180.520295872804
2009,ITA,2191241872742.43,37079.7586704546,0.757889694945498,0.774768131387384,7.75,47859.16865740922
2010,ITA,2134017843247.16,36000.5201179254,0.465342940891192,1.52551602118248,8.35999965667725,23598.913166457703
2011,ITA,2291991045770.29,38599.0622070322,1.50373544840568,2.78063272879324,8.35999965667725,13881.39534119046
2012,ITA,2087077032435.15,35053.5262442572,0.0016722446020187,3.04136333226773,10.6499996185303,11525.596390392548
2013,ITA,2141315327318.21,35549.9746972954,0.912122176152343,1.21999342274305,12.1499996185303,29139.480618972804
2014,ITA,2159133919743.77,35518.4152916749,0.788869272224896,0.241047429826773,12.6800003051758,147350.31739272206
2015,ITA,1835899237320.04,30230.2263021296,0.724627962134635,0.0387903996579552,11.8999996185303,779322.3727698801
2016,ITA,1875797463583.87,30939.7142462298,1.36777366921975,-0.0940166569157271,11.6899995803833,-329087.5815118907
2017,ITA,1956950469673.29,32326.6742113994,0.569172809930389,1.22653316645808,11.210000038147,26356.13540296731
2018,ITA,2090910879119.33,34605.2627252058,2.11628892273907,1.13748763600395,10.6099996566772,30422.53966537675
2019,ITA,2009383867307.45,33641.6337513622,1.5519789376586,0.611246943765291,9.94999980926514,55037.71281722767
2020,ITA,1888709443687.48,31714.2209467105,-1.16963158515222,-0.13770757391657,9.15999984741211,-230301.21034536947
2000,KAZ,18291994909.0044,1229.00124667231,7.49246435921402,13.1808905865731,12.75,93.24113864690216
2001,KAZ,22152694161.8882,1490.92708987166,12.7154874680936,8.35413777161342,10.4300003051758,178.46570533439024
2002,KAZ,24636593223.3467,1658.03078544636,10.5066923682737,5.83692452105645,9.32999992370605,284.05897308849654
2003,KAZ,30833699702.7594,2068.12397936842,8.05369856338636,6.43821810118939,8.77999973297119,321.226144697763
2004,KAZ,43151647002.6096,2874.28848272999,13.0128589220718,6.88205438981899,8.39999961853027,417.649777220896
2005,KAZ,57123671733.8952,3771.27895733845,4.45711144385218,7.57999929125766,8.13000011444092,497.5302519735099
2006,KAZ,81003884545.4099,5291.57530451457,9.39605364941883,8.72169386091735,7.78999996185303,606.7141760417169
2007,KAZ,104849886825.584,6771.41479681885,11.4190328203963,10.8468362075558,7.26000022888184,624.2755645283875
2008,KAZ,133441612246.798,8458.01715432982,12.6039324591596,17.139899777207,6.63000011444092,493.469463898352
2009,KAZ,115308661142.927,7165.22317483703,12.380586215739,7.31607858288583,6.55000019073486,979.380291458092
2010,KAZ,148047348240.643,9070.48825285747,5.03630628288047,7.40046356742116,5.76999998092651,1225.664874939485
2011,KAZ,192626507971.584,11634.0012021103,7.14350878983557,8.42488761919795,5.3899998664856,1380.9087702961974
2012,KAZ,207998568865.789,12386.6992652963,6.56164821145973,5.09791484975817,5.28999996185303,2429.757975632702
2013,KAZ,236634552078.102,13890.6309562926,4.2306980098169,5.84640917320459,5.19999980926514,2375.9252123434144
2014,KAZ,221415572819.5,12807.2606866152,3.30063172666218,6.70657829092725,5.05999994277954,1909.6564792125123
2015,KAZ,184388432148.715,10510.7718884149,3.56737349139873,6.6657761154154,4.92999982833862,1576.8264199734356
2016,KAZ,137278320084.171,7714.84184376024,12.5445609600719,14.5460237946149,4.96000003814697,530.3746200811496
2017,KAZ,166805800595.704,9247.58133129626,2.82522037824591,7.44000437325754,4.90000009536743,1242.9537494004576
2018,KAZ,179339994859.384,9812.62637077396,0.0465089087481511,6.01913096570673,4.84999990463257,1630.2397184377962
2019,KAZ,181667190075.541,9812.5958082732,2.04694492667482,5.24547679608388,4.80000019073486,1870.6775741719032
2020,KAZ,171082379532.988,9122.23343021644,4.32921794698317,6.74900183815967,4.8899998664856,1351.641864821881
2000,KGZ,1369688498.06778,279.619569260939,-0.172311073962181,18.7007342838023,7.53999996185303,14.952331016388612
2001,KGZ,1525116370.27939,308.409611591149,0.328285301673471,6.91967989423041,7.84000015258789,44.56992466491104
2002,KGZ,1605643104.73021,321.727033227846,0.290348679041994,2.13420986310243,12.5500001907349,150.74760865370666
2003,KGZ,1919008090.49641,380.506432394744,2.37334214616148,2.97461295184354,9.92000007629395,127.91796396869788
2004,KGZ,2211534585.0034,433.234976590867,7.93380357994973,4.11065084723383,8.52999973297119,105.39328021070014
2005,KGZ,2460248026.17783,476.552129968975,1.73012020930784,4.3386739184431,8.10999965667725,109.83819916569855
2006,KGZ,2834168889.42019,543.110702403072,6.422443742837,5.5521233316254,8.27000045776367,97.82035988096013
2007,KGZ,3802566170.81543,721.768690838857,5.46787270122411,10.2301032660485,8.10000038146973,70.55341202998909
2008,KGZ,5139957784.91084,966.393627185372,7.33453790625908,24.5201024234101,8.22000026702881,39.41229977337803
2009,KGZ,4690062255.12247,871.224389337854,4.03784405618844,6.83656248105363,8.40999984741211,127.43603115634563
2010,KGZ,4794357795.07139,880.037775119109,9.860930706632,7.96772225579691,8.64000034332275,110.45035793997944
2011,KGZ,6197766118.59856,1123.8831680627,11.0646446941929,16.6363262731496,8.52999973297119,67.55597056764897
2012,KGZ,6605139933.41063,1177.97473487848,3.9503705088844,2.76844236540948,8.43000030517578,425.5009060678949
2013,KGZ,7335027591.91628,1282.43716202467,8.34375729785238,6.61375202358086,8.32999992370605,193.90463347464976
2014,KGZ,7468096566.71158,1279.76978265986,4.59301372091172,7.53424729775882,8.05000019073486,169.8603366842694
2015,KGZ,6678178340.45121,1121.08283510739,17.1312286326678,6.50331838993381,7.55999994277954,172.3862754194325
2016,KGZ,6813092065.83507,1120.66651300848,9.0886882786326,0.388838296895887,7.21000003814697,2882.088832182451
2017,KGZ,7702934800.12836,1242.76964282023,-1.3918435347293,3.1753098637994,6.8899998664856,391.38531234025794
2018,KGZ,8271108638.39931,1308.14016549619,1.74369127894699,1.54266145238431,6.88600015640259,847.9761800454351
2019,KGZ,8871026074.19762,1374.03210467421,4.55263119082343,1.13362257718798,6.91800022125244,1212.0719296916093
2020,KGZ,7735976272.75983,1173.61130419926,-5.19027703605866,6.32542296338083,8.70600032806396,185.5387870492672
2000,LIE,2483953102.79488,74853.938729354,799.313590717551,,,
2001,LIE,2491822706.80256,74287.4133739546,376.797919448274,,,
2002,LIE,2688630822.53304,79345.7524725702,255.306797695441,,,
2003,LIE,3070691319.52179,89859.8653728723,563.568913333618,,,
2004,LIE,3454362685.96703,100289.243002178,53.4349901059236,,,
2005,LIE,3659251525.8593,105399.260494824,-7.29519014566271,,,
2006,LIE,4000239272.61126,114374.246536419,1114.89414939,,,
2007,LIE,4601299566.81106,130655.636959737,728.886304581801,,,
2008,LIE,5081432924.0144,143264.059432586,319.100270253238,,,
2009,LIE,4504549214.22663,126096.610425402,664.548116240499,,,
2010,LIE,5082366478.08994,141192.534673018,587.835233729843,,,
2011,LIE,5739977477.47748,158130.45751887,460.191752505652,,,
2012,LIE,5456009384.66461,149010.224898665,540.376166318964,,,
2013,LIE,6391735893.83968,173030.208279363,18.0689050892294,,,
2014,LIE,6657170923.37918,178864.851913785,140.300947686665,,,
2015,LIE,6268391521.19701,167313.266280449,1282.63255152283,,,
2016,LIE,6237264055.20601,165642.386275555,972.699461266103,,,
2017,LIE,6474256118.61481,171253.964253797,602.379420061183,,,
2018,LIE,6839145106.86164,180366.715197575,-1275.1899856739,,,
2019,LIE,6684443550.01006,175813.875592058,,,,
2020,LIE,,,,,,
2000,LTU,11524776866.6379,3293.22997867086,3.2996083516447,0.981615478857527,15.9300003051758,3354.908362390284
2001,LTU,12237388001.7264,3525.79363185461,3.61515055285972,1.36712030817826,16.8400001525879,2578.9929465336263
2002,LTU,14259781159.0119,4141.59270180102,4.63394557429123,0.281506610345511,13.0100002288818,14712.239605023056
2003,LTU,18781721376.1985,5499.42898911387,1.15750220940481,-1.13430854990244,12.8699998855591,-4848.26548260336
2004,LTU,22627507451.5648,6700.32719189382,3.88704212188138,1.16410252104669,10.6800003051758,5755.787888741358
2005,LTU,26097677571.8373,7854.76527867855,4.95274255731953,2.65848484065266,8.31999969482422,2954.602245070617
2006,LTU,30183575103.5262,9230.70798102521,7.48546796463763,3.73912004060656,5.78000020980835,2468.6845783982385
2007,LTU,39697891351.9431,12285.4470537014,6.55321194511861,5.73717382799847,4.25,2141.376123858431
2008,LTU,47797551587.8823,14944.996652175,3.61376702103575,10.9258856241655,5.82999992370605,1367.852196724462
2009,LTU,37388122046.1496,11820.7761591359,-0.963401425538259,4.4530445651853,13.789999961853,2654.538032597483
2010,LTU,37128694028.243,11987.508411647,2.96992979569045,1.31921362055463,17.8099994659424,9086.85919010384
2011,LTU,43535051482.3869,14376.9478643932,4.32022249925767,4.13027562645087,15.3900003433228,3480.8688728474167
2012,LTU,42927454291.478,14367.709424872,1.57750505089109,3.08998277055416,13.3599996566772,4649.770076968838
2013,LTU,46523420074.4372,15729.6524666512,1.65219575592804,1.04747937065349,11.7700004577637,15016.670406442428
2014,LTU,48533659592.1728,16551.018202078,0.736237941196923,0.103758009433715,10.6999998092651,159515.5717848605
2015,LTU,41418872976.1196,14258.2293345128,2.50357875790743,-0.884097405500613,9.11999988555908,-16127.441666271145
2016,LTU,43018087237.5741,14998.1250595137,2.73729924200971,0.905525075460439,7.8600001335144,16562.904182291688
2017,LTU,47640770634.427,16843.699654691,2.90451033427588,3.72288862303693,7.07000017166138,4524.363031024772
2018,LTU,53724663842.5623,19176.812150505,2.41945071668172,2.69792779208397,6.15000009536743,7107.978281246804
2019,LTU,54697379017.3332,19575.768481407,6.2787273751076,2.33450937988024,6.26000022888184,8385.388660297966
2020,LTU,56546957475.4912,20233.6413480843,7.92013203414383,1.19989444983569,8.48999977111816,16862.85102065022
2000,LUX,21177470978.4411,48538.7828981002,,3.15076707022592,2.34999990463257,15405.385995296638
2001,LUX,21369028187.9195,48398.2292914772,,2.66382110579103,1.80999994277954,18168.72356265275
2002,LUX,23537637869.377,52754.2732546131,18.0271885757936,2.07408613571644,2.61999988555908,25434.948118193985
2003,LUX,29601904063.2054,65544.591951831,14.4960461794542,2.04984030563515,3.6800000667572,31975.462562446675
2004,LUX,35000480506.5806,76404.4150374498,14.7987780854213,2.22567916428892,5.1100001335144,34328.58439947708
2005,LUX,37658234050.4912,80957.9412812232,12.3340076881258,2.48769665164086,4.48999977111816,32543.33329902749
2006,LUX,42874225316.7733,90712.7992873459,75.1489604813805,2.66631494577072,4.73000001907349,34021.78704778802
2007,LUX,51521903914.5907,107338.865180515,-57.6054523512959,2.31245861786128,4.07000017166138,46417.63720718572
2008,LUX,58604890874.469,119932.243680485,12.1442301517885,3.40187963025566,5.05999994277954,35254.69937673009
2009,LUX,54252213114.7541,108987.677591951,50.2378662274108,0.368041997888919,5.11999988555908,296128.37180838594
2010,LUX,56159192758.3285,110777.907928996,69.6743076923897,2.27367911621542,4.3600001335144,48721.87422532509
2011,LUX,61615545000.3597,118869.299909828,14.3521520696577,3.4106834106834,4.90000009536743,34852.047404191675
2012,LUX,59779802783.3455,112591.116202675,42.6521672083928,2.66284165508017,5.1399998664856,42282.31745882209
2013,LUX,65184744717.028,119966.034888523,24.5574376328245,1.73403963519166,5.84999990463257,69182.98316477834
2014,LUX,68713294386.2129,123514.196686097,27.4947731276158,0.628543985440705,5.84999990463257,196508.4378295256
2015,LUX,60047430684.2639,105419.608507426,20.8164154195455,0.4747431614378,6.67000007629395,222056.0864703217
2016,LUX,62174650367.2216,106826.726448542,51.3069093780021,0.290833333333306,6.28999996185303,367312.526470666
2017,LUX,65549868206.9418,109921.031443585,-10.3971711025931,1.73079959118897,5.51999998092651,63508.815233816254
2018,LUX,71250208995.6425,117197.48169363,-23.5179334576054,1.52819524307373,5.59000015258789,76690.12334962205
2019,LUX,70195715495.5136,113218.713349678,21.071971195942,1.74332075653843,5.59000015258789,64944.28115138557
2020,LUX,73353132793.7076,116014.602496869,84.7198090976844,0.819957302126994,6.76999998092651,141488.5899496518
2000,LVA,7958852838.93395,3361.64086880275,4.07326110975036,2.65425477796052,14.210000038147,1266.5102448777627
2001,LVA,8362398701.58943,3578.00190041351,2.07477210805628,2.48704003555455,13.8199996948242,1438.65874664768
2002,LVA,9557031605.27512,4136.93329688951,1.67510905867534,1.93887573855892,13.8299999237061,2133.6763437786417
2003,LVA,11771975156.8073,5145.19523190241,2.68988145299242,2.94264752948481,12.0600004196167,1748.4918531181395
2004,LVA,14435700533.368,6378.66652057115,4.09810365195434,6.19238547197433,11.710000038147,1030.0822759564785
2005,LVA,17003459863.0989,7594.90238431362,4.76289166404826,6.74845027893117,10.0299997329712,1125.4291089652231
2006,LVA,21570076498.6205,9723.44690174779,7.90756297931773,6.53619908765875,7.03000020980835,1487.6301610988264
2007,LVA,31054350977.9784,14113.5291277327,8.73762476647541,10.0929775849168,6.05000019073486,1398.3513793614595
2008,LVA,35854274228.9139,16467.1436879405,4.00028668556066,15.4023191064986,7.73999977111816,1069.1340423529225
2009,LVA,26410909090.9091,12331.9285524089,-0.568030990235418,3.53410672858941,17.5100002288818,3489.4046783162707
2010,LVA,23956163076.5575,11420.9940032836,1.98271981067991,-1.08463595015159,19.4799995422363,-10529.79481427606
2011,LVA,27474380566.265,13338.9622350852,5.53067572457448,4.37073559939221,16.2099990844727,3051.88038300466
2012,LVA,28169902669.3784,13847.3379393194,3.83664423775725,2.25778924374594,15.0500001907349,6133.140184663572
2013,LVA,30204783461.8488,15007.4918561719,3.27525565812789,-0.0294547782578977,11.8699998855591,-509509.5853301136
2014,LVA,31345148670.5896,15721.4523305906,3.33419092115587,0.620490636732377,10.8500003814697,25337.130650968065
2015,LVA,27252128626.6281,13780.9135484006,2.98268010787118,0.174242243625214,9.86999988555908,79090.54234886132
2016,LVA,28064533352.2849,14322.0226779514,1.19517746226618,0.140633334505292,9.64000034332275,101839.45881914978
2017,LVA,30408509601.8003,15656.3474910518,3.79359343756309,2.93036312374664,8.72000026702881,5342.801158047008
2018,LVA,34412210812.2783,17856.3071171976,1.24318475323046,2.53445424186602,7.40999984741211,7045.424936948437
2019,LVA,34308783825.3019,17926.841589919,3.16996519105054,2.81140920075622,6.30999994277954,6376.461165844159
2020,LVA,33707320816.3036,17726.2529351368,2.80091967321097,0.219064904842049,8.10000038146973,80917.81268167008
2000,MCO,2647885848.5351,82365.492364536,,,,
2001,MCO,2718868306.01093,83724.465911527,,,,
2002,MCO,2968987019.23077,90506.8595058764,,,,
2003,MCO,3601321064.55266,108656.802575207,,,,
2004,MCO,4137913500.0,123523.493238604,,,,
2005,MCO,4203084193.50827,124197.275382905,,,,
2006,MCO,4582988332.70606,134048.621858085,,,,
2007,MCO,5867916780.72817,169966.306938019,,,,
2008,MCO,6476490405.74191,185785.725924897,,,,
2009,MCO,5451653237.01028,154775.380774218,,,,
2010,MCO,5367625613.15127,150737.892475253,,,,
2011,MCO,6088808463.25167,169016.196065279,,,,
2012,MCO,5743029680.07195,157520.219426533,,,,
2013,MCO,6555983530.34932,177673.74536842,,,,
2014,MCO,7069616048.89066,189432.370013147,,,,
2015,MCO,6261622101.40908,165989.505113832,,,,
2016,MCO,6472990923.1791,170028.655717864,,,,
2017,MCO,6431314957.07185,167517.059727856,,,,
2018,MCO,7194024563.06094,185978.609251356,,,,
2019,MCO,7383745662.15157,189487.14712838,,,,
2020,MCO,6816219303.25528,173688.189360292,,,,
2000,MDA,1288429391.79951,440.672030653269,9.89887383909094,31.2993015817784,8.46000003814697,14.079292775970956
2001,MDA,1480673594.05602,507.557658390849,6.98600963880541,9.76466285757644,7.28999996185303,51.97902536870826
2002,MDA,1661818168.4226,570.972645432751,5.05771338869042,5.30124390261596,6.80000019073486,107.70540950794548
2003,MDA,1980907434.76826,682.525508823377,3.72304120351932,11.7460792058233,7.94999980926514,58.106666647114416
2004,MDA,2598249555.89984,897.449958810326,5.81198983204296,12.5242768428228,8.17000007629395,71.65682857965739
2005,MDA,2988348836.471,1034.70705816743,6.38145044087964,11.9591837222126,7.28999996185303,86.51987311187457
2006,MDA,3408244549.19999,1183.37921117185,7.58983096036108,12.7777557830351,7.38000011444092,92.61244550807668
2007,MDA,4401189466.14058,1531.68547618214,12.1789803443758,12.3671668414302,5.07000017166138,123.85095922301058
2008,MDA,6054849884.52656,2111.20149504197,12.0004626680652,12.783047261882,3.98000001907349,165.15635527198586
2009,MDA,5439422031.39627,1899.01011658378,4.85272145600077,-0.0627185967109074,6.40000009536743,-30278.262208846947
2010,MDA,6974960345.3712,2437.52997842423,4.2588055743877,7.4838508635085,7.44999980926514,325.7053117279108
2011,MDA,8414360656.29632,2942.25594861529,4.43147156666003,7.68725103356187,6.67999982833862,382.7448766496185
2012,MDA,8709165249.26928,3045.73987422417,2.88431775962772,4.54633427355308,5.57999992370605,669.9331133528473
2013,MDA,9496684701.43325,3322.0384362615,2.54699411009713,4.59787897363127,5.09999990463257,722.5154153280923
2014,MDA,9510219299.49557,3328.80144892125,3.63714010273503,5.08878554625881,3.73000001907349,654.1445731326857
2015,MDA,7745231660.33425,2732.45711293733,2.91624589044574,9.67624033101867,4.69999980926514,282.3883057325499
2016,MDA,8071480540.86068,2880.43928129296,1.08332045846295,6.35930898037934,4.01999998092651,452.9484713166333
2017,MDA,9669759987.02633,3509.69345025814,1.54626381834303,6.57022997455602,4.09999990463257,534.1812179862555
2018,MDA,11456728401.3069,4230.3630367862,2.56102780586585,3.04505397337069,4.1100001335144,1389.2571605564824
2019,MDA,11970233939.8808,4491.6888269382,4.23341768043212,4.83778351428719,5.09999990463257,928.4600713680376
2020,MDA,11915547262.6561,4547.05972064671,1.32113109477868,3.76597122245351,3.8199999332428,1207.40692162919
2000,MKD,3772857145.0248,1861.89806549945,5.76504995544034,6.60742291038535,32.2000007629395,281.7888442667979
2001,MKD,3709637829.94866,1823.02356104612,12.6581280417042,5.19888525744053,30.5200004577637,350.65662555969067
2002,MKD,4018365247.44444,1989.13512536126,2.84178924481849,2.31459794083216,31.9400005340576,859.386889736069
2003,MKD,4946292774.79046,2440.47694280043,2.40668635384291,0.855562122724249,36.689998626709,2852.48362214722
2004,MKD,5682788267.12865,2795.89926079271,5.43989365798065,-0.448650206552057,37.1599998474121,-6231.802014044768
2005,MKD,6258600713.82627,3072.67857251806,2.32207817972703,0.52551595071433,37.25,5846.974898366815
2006,MKD,6861222331.96317,3362.96841919784,6.22986063689467,3.21362929606349,36.0299987792969,1046.470550700195
2007,MKD,8336478142.08872,4079.3919539826,8.79828227818311,2.25175798305448,34.9300003051758,1811.6476036420925
2008,MKD,9909548410.82744,4841.25169443101,6.17271699220342,8.33189666968097,33.7599983215332,581.0503762064037
2009,MKD,9401731495.71661,4584.7098319119,2.76045238692725,-0.739633963061138,32.1800003051758,-6198.619940243238
2010,MKD,9407168702.4313,4577.68875507362,3.20438264947977,1.50997522027615,32.0200004577637,3031.63170733122
2011,MKD,10494632699.3859,5098.09758250193,4.83981428734251,3.90475422069738,31.3799991607666,1305.6129257711443
2012,MKD,9745251126.0109,4728.30814189843,3.46744525947267,3.31605566687646,31.0200004577637,1425.8832229895083
2013,MKD,10817712138.9451,5241.05834548355,3.72036438607925,2.78500056726115,29.0,1881.887712014996
